age,id,profession,family_size,gender,ever_married,graduated,spending_score,segmentation
27,6319,Healthcare,4,Male,No,No,Low,A
35,6320,Doctor,6,Female,No,No,Low,A
39,6321,Doctor,2,Female,Yes,No,Average,B
38,6322,Engineer,1,Female,No,Yes,Low,B
30,6323,Entertainment,2,Female,No,Yes,Low,D
43,6324,Artist,1,Female,No,Yes,Low,D
42,6325,Entertainment,4,Female,No,No,Low,D
46,6326,Artist,1,Female,No,Yes,Low,B
47,6327,Artist,2,Female,No,Yes,Low,B
32,6328,Entertainment,5,Female,No,No,Low,B
53,6329,Artist,2,Female,Yes,Yes,Average,D
39,6330,Artist,2,Female,No,Yes,Low,A
30,6331,Marketing,1,Male,No,No,Low,D
49,6332,Artist,1,Female,Yes,Yes,Low,A
55,6333,Healthcare,3,Male,Yes,Yes,Low,B
59,6334,Doctor,2,Female,Yes,Yes,Low,C
27,6335,Executive,2,Female,Yes,Yes,High,B
25,6336,Artist,2,Female,No,Yes,Low,B
37,6337,Doctor,1,Female,No,Yes,Low,B
38,6338,Artist,3,Male,No,Yes,Low,A
29,6339,Entertainment,3,Male,No,Yes,Low,D
28,6340,Artist,2,Male,No,Yes,Low,A
27,6341,Marketing,2,Female,Yes,Yes,Low,D
42,6342,Entertainment,2,Female,No,No,Low,D
43,6343,Artist,2,Female,No,Yes,Low,B
40,6344,Healthcare,2,Female,Yes,Yes,Average,A
41,6345,Artist,3,Male,No,Yes,Low,B
46,6346,Entertainment,1,Male,Yes,No,Low,B
56,6347,Entertainment,1,Female,No,Yes,Low,C
28,6348,Marketing,1,Male,No,Yes,Low,A
25,6349,Artist,3,Female,No,Yes,Low,A
42,6350,Artist,7,Male,Yes,Yes,Low,C
41,6351,Entertainment,2,Female,No,Yes,Low,C
36,6352,Healthcare,2,Male,Yes,Yes,Low,C
42,6353,Artist,1,Female,No,Yes,Low,A
42,6354,Artist,4,Female,No,Yes,Low,C
55,6355,Entertainment,2,Female,No,Yes,Low,B
47,6356,Engineer,1,Female,No,Yes,Low,A
26,6357,Artist,1,Female,No,Yes,Low,D
28,6358,Artist,2,Female,No,No,Low,B
37,6359,Doctor,1,Female,No,Yes,Low,D
25,6360,Marketing,1,Male,No,No,Low,D
50,6361,Executive,4,Male,Yes,Yes,High,C
42,6362,Doctor,1,Female,No,Yes,Low,B
26,6363,Entertainment,4,Male,Yes,No,Low,A
30,6364,Entertainment,6,Male,No,No,Low,A
20,6365,Healthcare,7,Female,No,No,Low,D
19,6366,Marketing,5,Female,No,No,Low,D
19,6367,Healthcare,6,Male,No,No,Low,D
20,6368,Healthcare,6,Male,No,No,Low,D
26,6369,Engineer,3,Female,No,Yes,Low,D
31,6370,Doctor,4,Male,No,No,Low,A
31,6371,Healthcare,3,Male,Yes,Yes,High,A
41,6372,Engineer,3,Female,Yes,Yes,Average,A
42,6373,Homemaker,3,Female,Yes,Yes,Average,D
78,6374,Lawyer,3,Male,Yes,No,High,B
65,6375,Lawyer,2,Female,Yes,Yes,Low,D
36,6376,Artist,2,Male,No,Yes,Low,C
52,6377,Engineer,2,Male,Yes,Yes,Average,B
52,6378,Homemaker,3,Male,Yes,Yes,Average,D
37,6379,Engineer,1,Female,No,No,Low,C
40,6380,Healthcare,2,Female,No,No,Low,A
25,6381,Doctor,3,Male,No,No,Low,B
33,6382,Engineer,4,Female,No,Yes,Low,A
26,6383,Artist,1,Male,No,Yes,Low,C
28,6384,Entertainment,1,Female,No,No,Low,D
18,6385,Marketing,6,Male,No,No,Low,B
52,6386,Entertainment,3,Male,No,No,Low,A
26,6387,Healthcare,2,Male,No,Yes,Low,D
36,6388,Doctor,3,Female,Yes,Yes,Average,B
27,6389,Doctor,2,Male,Yes,Yes,Average,A
27,6390,Entertainment,4,Male,No,Yes,Low,D
80,6391,Lawyer,2,Male,Yes,Yes,Low,D
71,6392,Lawyer,3,Female,Yes,Yes,High,C
47,6393,Doctor,4,Male,Yes,No,High,D
26,6394,Artist,4,Female,No,Yes,Low,D
37,6395,Doctor,2,Female,No,No,Low,B
28,6396,Homemaker,1,Female,No,No,Low,B
29,6397,Artist,3,Female,Yes,Yes,Low,A
37,6398,Marketing,3,Female,Yes,Yes,Average,D
32,6399,Doctor,2,Female,No,No,Low,A
48,6400,Homemaker,2,Female,Yes,Yes,Average,C
27,6401,Homemaker,1,Female,No,No,Low,B
49,6402,Artist,1,Female,No,Yes,Low,A
33,6403,Engineer,5,Female,Yes,Yes,Average,A
33,6404,Engineer,6,Female,No,No,Low,C
39,6405,Artist,3,Male,Yes,Yes,Low,A
46,6406,Artist,2,Female,Yes,Yes,Average,B
31,6407,Entertainment,3,Male,Yes,No,Average,A
57,6408,Artist,2,Male,Yes,Yes,Average,B
73,6409,Executive,4,Male,Yes,No,High,B
36,6410,Entertainment,4,Male,Yes,Yes,Low,A
53,6411,Marketing,4,Male,No,Yes,Low,C
35,6412,Artist,3,Male,Yes,Yes,Average,C
62,6413,Artist,3,Male,Yes,Yes,Average,C
23,6414,Marketing,3,Male,No,No,Low,A
51,6415,Artist,2,Male,No,Yes,Low,C
83,6416,Lawyer,2,Female,Yes,No,High,A
26,6417,Healthcare,2,Female,No,Yes,Low,B
86,6418,Lawyer,1,Male,Yes,Yes,Low,C
42,6419,Executive,3,Male,Yes,Yes,Low,D
41,6420,Homemaker,1,Female,Yes,Yes,Low,A
67,6421,Lawyer,3,Male,Yes,No,Low,B
68,6422,Lawyer,2,Male,Yes,Yes,High,A
45,6423,Engineer,2,Female,Yes,No,High,A
62,6424,Artist,2,Male,Yes,Yes,High,A
42,6425,Artist,2,Male,Yes,Yes,Low,A
26,6426,Doctor,3,Male,No,Yes,Low,C
48,6427,Entertainment,1,Male,No,No,Low,C
40,6428,Entertainment,5,Male,Yes,No,Average,B
20,6429,Healthcare,4,Male,No,No,Low,C
25,6430,Artist,1,Female,No,Yes,Low,D
77,6431,Lawyer,1,Male,Yes,Yes,Low,D
22,6432,Marketing,4,Female,No,No,Low,D
26,6433,Artist,3,Male,No,Yes,Low,A
71,6434,Doctor,3,Male,Yes,No,Average,D
29,6435,Entertainment,1,Male,No,No,Low,D
52,6436,Artist,4,Male,Yes,Yes,Average,C
20,6437,Healthcare,3,Male,No,No,Low,A
26,6438,Doctor,9,Male,No,Yes,Low,B
39,6439,Artist,2,Female,Yes,Yes,Low,B
53,6440,Artist,5,Female,Yes,No,Average,B
49,6441,Entertainment,4,Male,Yes,No,Average,D
39,6442,Homemaker,1,Male,Yes,No,Low,B
38,6443,Artist,4,Female,Yes,No,Average,B
22,6444,Healthcare,4,Male,No,No,Low,B
52,6445,Artist,4,Male,Yes,No,Average,D
20,6446,Doctor,3,Male,No,No,Low,A
41,6447,Executive,3,Male,No,Yes,Low,D
89,6448,Lawyer,3,Female,Yes,Yes,High,D
83,6449,Lawyer,3,Male,Yes,No,High,A
53,6450,Artist,3,Male,Yes,Yes,Average,A
31,6451,Doctor,5,Male,No,No,Low,D
29,6452,Doctor,2,Female,No,No,Low,A
19,6453,Engineer,7,Male,No,No,Low,A
60,6454,Entertainment,2,Male,Yes,No,Low,B
61,6455,Executive,4,Male,Yes,Yes,High,D
27,6456,Artist,3,Female,No,Yes,Low,A
32,6457,Doctor,2,Male,Yes,No,Average,D
42,6458,Executive,3,Male,Yes,Yes,High,C
76,6459,Lawyer,1,Male,Yes,No,Low,D
41,6460,Marketing,2,Female,Yes,No,Average,D
38,6461,Entertainment,4,Male,Yes,Yes,Average,D
43,6462,Entertainment,3,Male,Yes,Yes,Average,B
28,6463,Healthcare,3,Female,No,Yes,Low,B
60,6464,Marketing,2,Male,Yes,No,High,A
35,6465,Entertainment,2,Male,Yes,Yes,Average,D
25,6466,Healthcare,5,Male,No,No,Low,A
71,6467,Artist,1,Male,Yes,Yes,Low,D
74,6468,Lawyer,1,Male,Yes,Yes,Low,B
20,6469,Healthcare,4,Female,No,No,Low,D
43,6470,Entertainment,2,Male,Yes,No,Low,B
20,6471,Marketing,6,Female,No,No,Low,D
46,6472,Engineer,5,Female,Yes,Yes,High,C
65,6473,Lawyer,7,Female,Yes,No,High,A
50,6474,Healthcare,7,Male,Yes,No,Low,B
61,6475,Doctor,7,Female,Yes,Yes,Low,A
52,6476,Lawyer,2,Female,Yes,No,High,B
56,6477,Executive,5,Male,Yes,Yes,High,C
42,6478,Engineer,5,Male,Yes,No,Average,A
33,6479,Homemaker,6,Female,No,No,Low,D
19,6480,Healthcare,4,Male,No,No,Low,A
27,6481,Engineer,1,Female,No,No,Low,D
38,6482,Artist,4,Female,No,No,Low,D
43,6483,Doctor,1,Female,Yes,Yes,Low,B
53,6484,Artist,4,Male,Yes,Yes,Average,A
33,6485,Executive,4,Male,Yes,No,High,B
22,6486,Healthcare,3,Female,No,No,Low,C
33,6487,Doctor,4,Male,No,No,Low,B
21,6488,Healthcare,8,Male,No,No,Low,D
19,6489,Healthcare,3,Male,No,No,Low,C
58,6490,Entertainment,4,Female,Yes,Yes,Average,C
36,6491,Entertainment,2,Female,Yes,Yes,Low,A
23,6492,Homemaker,4,Male,No,No,Low,A
37,6493,Marketing,3,Female,No,No,Low,A
58,6494,Entertainment,4,Female,Yes,No,Low,C
26,6495,Engineer,2,Female,Yes,No,Average,B
39,6496,Entertainment,2,Male,No,Yes,Low,B
41,6497,Executive,4,Male,Yes,No,Average,A
26,6498,Entertainment,3,Male,Yes,No,Low,D
25,6499,Engineer,3,Female,Yes,No,Low,D
36,6500,Executive,5,Male,No,No,Low,A
29,6501,Healthcare,4,Male,No,No,Low,A
26,6502,Marketing,1,Male,No,No,Low,A
46,6503,Entertainment,1,Female,No,Yes,Low,C
29,6504,Healthcare,4,Male,No,No,Low,D
36,6505,Artist,1,Female,No,Yes,Low,B
27,6506,Executive,6,Male,Yes,No,Low,D
29,6507,Executive,3,Female,No,No,Low,C
30,6508,Marketing,6,Female,No,No,Low,A
28,6509,Healthcare,1,Female,No,Yes,Low,A
33,6510,Doctor,5,Male,No,Yes,Low,A
31,6511,Healthcare,2,Male,Yes,Yes,Low,A
45,6512,Healthcare,2,Male,Yes,Yes,Low,A
47,6513,Marketing,5,Male,Yes,Yes,Low,A
39,6514,Healthcare,1,Female,No,No,Low,B
53,6515,Doctor,1,Female,Yes,Yes,Low,D
27,6516,Doctor,4,Male,No,No,Low,B
37,6517,Engineer,2,Male,Yes,Yes,Average,D
62,6518,Artist,3,Female,Yes,Yes,Average,B
29,6519,Engineer,7,Female,No,No,Low,C
30,6520,Marketing,6,Male,No,No,Low,B
18,6521,Entertainment,4,Male,No,No,Low,B
68,6522,Marketing,2,Male,Yes,Yes,Low,B
84,6523,Lawyer,1,Male,Yes,Yes,Low,D
22,6524,Healthcare,9,Male,No,No,Low,D
22,6525,Doctor,4,Female,No,No,Low,D
73,6526,Lawyer,2,Male,Yes,No,High,B
75,6527,Lawyer,2,Female,Yes,Yes,High,C
20,6528,Doctor,4,Female,No,No,Low,A
46,6529,Artist,3,Male,Yes,Yes,Average,D
58,6530,Artist,2,Male,Yes,No,Average,B
41,6531,Artist,3,Female,No,Yes,Low,B
43,6532,Healthcare,2,Female,Yes,Yes,Average,B
49,6533,Artist,1,Female,No,Yes,Low,D
53,6534,Executive,2,Male,Yes,No,High,D
36,6535,Artist,2,Male,Yes,Yes,Average,B
42,6536,Healthcare,1,Male,Yes,Yes,Low,D
30,6537,Healthcare,4,Male,No,No,Low,D
28,6538,Entertainment,2,Male,No,Yes,Low,B
27,6539,Healthcare,4,Male,No,Yes,Low,D
49,6540,Artist,1,Male,No,Yes,Low,A
32,6541,Healthcare,1,Male,No,Yes,Low,D
25,6542,Doctor,3,Male,No,Yes,Low,A
71,6543,Artist,2,Male,Yes,Yes,High,A
29,6544,Entertainment,5,Female,No,Yes,Low,A
47,6545,Marketing,3,Male,Yes,Yes,Low,A
32,6546,Artist,3,Male,No,Yes,Low,D
47,6547,Artist,2,Male,Yes,Yes,Average,A
41,6548,Artist,2,Female,Yes,Yes,Average,D
37,6549,Entertainment,2,Male,Yes,Yes,Average,B
40,6550,Artist,2,Male,Yes,Yes,Average,A
46,6551,Artist,6,Male,Yes,Yes,Average,D
36,6552,Artist,4,Female,Yes,Yes,High,B
38,6553,Marketing,1,Female,No,No,Low,B
32,6554,Doctor,5,Female,Yes,No,Low,A
41,6555,Artist,1,Female,No,Yes,Low,D
56,6556,Marketing,3,Male,Yes,Yes,Low,A
31,6557,Artist,2,Male,Yes,Yes,Average,D
45,6558,Artist,2,Male,Yes,No,Low,A
47,6559,Artist,4,Male,Yes,Yes,Average,D
57,6560,Artist,3,Female,Yes,Yes,High,A
50,6561,Artist,1,Female,No,Yes,Low,A
27,6562,Engineer,2,Male,Yes,No,Average,D
45,6563,Engineer,3,Female,Yes,Yes,High,B
30,6564,Artist,2,Female,No,Yes,Low,D
45,6565,Artist,2,Male,Yes,Yes,Low,B
31,6566,Entertainment,3,Male,Yes,Yes,Average,A
67,6567,Artist,2,Male,Yes,Yes,High,B
69,6568,Entertainment,2,Male,Yes,Yes,Low,D
83,6569,Entertainment,2,Male,Yes,No,Low,A
38,6570,Engineer,2,Male,Yes,Yes,Low,D
36,6571,Artist,1,Male,Yes,Yes,Low,A
69,6572,Lawyer,3,Female,Yes,No,Low,C
33,6573,Engineer,3,Female,No,Yes,Low,A
38,6574,Artist,3,Male,No,Yes,Low,C
48,6575,Engineer,2,Female,Yes,Yes,Average,B
51,6576,Engineer,2,Male,Yes,Yes,Average,C
56,6577,Executive,2,Male,Yes,Yes,High,A
49,6578,Artist,3,Female,Yes,Yes,Average,B
30,6579,Healthcare,3,Male,No,Yes,Low,D
40,6580,Doctor,2,Female,Yes,Yes,Average,B
38,6581,Entertainment,2,Male,Yes,No,Average,D
31,6582,Healthcare,5,Female,No,Yes,Low,D
33,6583,Doctor,2,Male,No,Yes,Low,C
50,6584,Artist,2,Male,No,Yes,Low,A
50,6585,Artist,2,Male,Yes,Yes,Low,C
30,6586,Healthcare,6,Male,No,No,Low,D
60,6587,Doctor,2,Female,Yes,Yes,Average,D
39,6588,Homemaker,2,Female,Yes,Yes,Average,D
59,6589,Artist,2,Female,Yes,Yes,Average,B
40,6590,Artist,2,Female,Yes,Yes,Average,B
53,6591,Artist,4,Male,Yes,Yes,Average,C
32,6592,Healthcare,5,Male,No,No,Low,A
52,6593,Executive,4,Male,Yes,Yes,High,B
31,6594,Engineer,1,Female,No,Yes,Low,D
30,6595,Healthcare,4,Male,No,Yes,Low,A
40,6596,Executive,4,Male,Yes,Yes,High,A
27,6597,Healthcare,4,Female,No,Yes,Low,A
61,6598,Artist,2,Male,Yes,Yes,Low,A
33,6599,Engineer,1,Female,No,Yes,Low,A
28,6600,Doctor,4,Male,No,Yes,Low,A
48,6601,Artist,2,Female,Yes,Yes,Average,C
73,6602,Artist,2,Female,Yes,Yes,High,B
36,6603,Artist,2,Male,Yes,No,Average,D
32,6604,Healthcare,4,Female,No,No,Low,A
42,6605,Artist,3,Female,No,Yes,Low,D
60,6606,Lawyer,9,Female,Yes,Yes,High,B
46,6607,Artist,1,Female,No,Yes,Low,A
31,6608,Doctor,3,Male,No,No,Low,C
30,6609,Engineer,1,Female,No,Yes,Low,A
49,6610,Artist,3,Female,No,Yes,Low,D
51,6611,Doctor,6,Female,Yes,Yes,Average,C
65,6612,Artist,2,Male,Yes,Yes,High,A
65,6613,Doctor,3,Male,Yes,Yes,Average,C
84,6614,Artist,2,Male,Yes,Yes,High,D
37,6615,Artist,1,Male,No,Yes,Low,C
28,6616,Doctor,2,Male,Yes,Yes,Average,D
69,6617,Lawyer,5,Female,No,Yes,Low,D
74,6618,Lawyer,1,Female,Yes,Yes,Low,B
79,6619,Lawyer,2,Female,Yes,Yes,High,A
21,6620,Lawyer,1,Female,No,No,Low,D
20,6621,Healthcare,5,Female,No,No,Low,D
43,6622,Doctor,1,Female,No,Yes,Low,A
43,6623,Artist,4,Male,No,Yes,Low,B
42,6624,Artist,1,Female,No,Yes,Low,D
25,6625,Doctor,4,Male,No,Yes,Low,A
59,6626,Artist,1,Male,Yes,Yes,Low,A
49,6627,Marketing,5,Female,No,Yes,Low,D
32,6628,Doctor,4,Female,No,No,Low,A
36,6629,Artist,2,Male,Yes,Yes,High,A
45,6630,Marketing,3,Male,Yes,Yes,Low,A
48,6631,Doctor,4,Female,Yes,Yes,Average,D
65,6632,Artist,2,Female,No,Yes,Low,C
39,6633,Marketing,2,Male,No,No,Low,A
25,6634,Entertainment,7,Male,No,No,Low,A
49,6635,Artist,5,Female,Yes,No,Low,D
77,6636,Lawyer,2,Female,Yes,Yes,High,D
19,6637,Marketing,6,Male,No,Yes,Low,D
76,6638,Lawyer,2,Female,Yes,Yes,High,A
28,6639,Doctor,4,Male,No,Yes,Low,A
51,6640,Doctor,3,Male,Yes,Yes,Average,B
28,6641,Doctor,5,Female,No,Yes,Low,D
42,6642,Healthcare,1,Female,No,Yes,Low,A
45,6643,Artist,1,Male,Yes,Yes,Low,A
63,6644,Executive,3,Male,Yes,Yes,High,D
18,6645,Doctor,6,Female,No,No,Low,A
26,6646,Artist,4,Male,No,Yes,Low,D
43,6647,Entertainment,4,Male,No,Yes,Low,B
36,6648,Artist,1,Female,No,Yes,Low,A
32,6649,Healthcare,4,Male,No,No,Low,A
18,6650,Healthcare,5,Female,No,No,Low,D
69,6651,Lawyer,2,Male,Yes,No,High,D
70,6652,Artist,1,Female,Yes,Yes,Low,C
25,6653,Healthcare,3,Male,No,Yes,Low,C
56,6654,Entertainment,3,Male,Yes,Yes,Average,A
40,6655,Artist,1,Female,No,Yes,Low,D
23,6656,Healthcare,6,Male,No,No,Low,B
20,6657,Marketing,4,Female,No,No,Low,D
39,6658,Entertainment,1,Female,No,Yes,Low,D
40,6659,Engineer,2,Male,Yes,No,Average,C
33,6660,Healthcare,4,Male,No,No,Low,D
20,6661,Doctor,2,Male,Yes,No,Low,B
35,6662,Artist,4,Female,No,No,Low,A
42,6663,Artist,2,Female,Yes,Yes,Average,D
30,6664,Marketing,4,Male,Yes,No,Low,C
56,6665,Executive,2,Female,Yes,Yes,Average,C
28,6666,Entertainment,2,Male,Yes,Yes,Average,D
38,6667,Artist,2,Female,Yes,Yes,Average,A
26,6668,Entertainment,1,Male,No,Yes,Low,A
36,6669,Engineer,1,Male,No,No,Low,B
56,6670,Entertainment,1,Male,No,No,Low,A
26,6671,Entertainment,1,Male,No,Yes,Low,D
28,6672,Artist,4,Male,No,Yes,Low,C
32,6673,Healthcare,5,Male,No,No,Low,D
52,6674,Artist,1,Female,No,Yes,Low,B
40,6675,Entertainment,2,Male,Yes,Yes,Low,A
63,6676,Artist,3,Male,Yes,Yes,Average,D
62,6677,Executive,3,Male,Yes,Yes,High,B
38,6678,Artist,1,Female,No,Yes,Low,C
57,6679,Artist,2,Female,Yes,No,Average,B
43,6680,Artist,1,Female,No,Yes,Low,A
21,6681,Marketing,3,Male,No,No,Low,B
22,6682,Healthcare,5,Male,No,No,Low,A
68,6683,Artist,1,Male,Yes,Yes,Low,C
33,6684,Artist,2,Male,Yes,Yes,Average,A
38,6685,Artist,1,Female,No,Yes,Low,C
39,6686,Doctor,1,Female,No,Yes,Low,A
49,6687,Entertainment,2,Female,Yes,No,High,A
38,6688,Artist,4,Male,Yes,Yes,Average,A
68,6689,Doctor,2,Female,Yes,Yes,Average,B
31,6690,Artist,3,Male,No,Yes,Low,B
46,6691,Artist,3,Male,Yes,No,Low,C
35,6692,Artist,2,Male,Yes,Yes,Average,D
42,6693,Artist,3,Female,No,Yes,Low,C
87,6694,Lawyer,1,Male,Yes,No,Low,A
38,6695,Artist,1,Female,No,Yes,Low,A
88,6696,Lawyer,1,Female,Yes,No,High,C
26,6697,Artist,2,Female,Yes,Yes,Average,D
35,6698,Executive,3,Male,Yes,Yes,High,A
41,6699,Engineer,2,Female,Yes,No,High,C
37,6700,Doctor,2,Male,Yes,Yes,Average,D
41,6701,Engineer,4,Female,Yes,Yes,Average,B
33,6702,Marketing,9,Female,No,Yes,Low,C
61,6703,Engineer,4,Female,Yes,Yes,Average,A
19,6704,Doctor,3,Female,No,No,Low,A
50,6705,Artist,1,Female,No,Yes,Low,B
48,6706,Engineer,4,Female,Yes,No,Average,C
57,6707,Marketing,3,Male,Yes,No,Average,B
72,6708,Engineer,3,Female,Yes,No,Average,A
49,6709,Doctor,3,Female,Yes,Yes,Low,A
41,6710,Entertainment,4,Female,No,Yes,Low,A
65,6711,Executive,7,Male,Yes,No,High,A
22,6712,Marketing,3,Female,No,No,Low,D
23,6713,Healthcare,4,Female,No,No,Low,C
41,6714,Artist,1,Female,Yes,No,Low,B
42,6715,Engineer,3,Female,Yes,Yes,Low,A
49,6716,Doctor,2,Male,Yes,No,Low,A
40,6717,Doctor,2,Female,Yes,No,Low,A
50,6718,Executive,5,Male,Yes,No,Average,D
19,6719,Healthcare,3,Female,No,No,Low,D
22,6720,Healthcare,6,Male,No,No,Low,D
27,6721,Artist,6,Male,No,Yes,Low,A
55,6722,Executive,8,Male,Yes,No,High,B
80,6723,Lawyer,2,Male,Yes,No,High,A
43,6724,Executive,4,Male,Yes,No,Low,B
25,6725,Entertainment,3,Male,No,No,Low,A
58,6726,Homemaker,4,Female,Yes,Yes,Average,B
76,6727,Lawyer,2,Male,Yes,Yes,Low,D
47,6728,Artist,3,Male,Yes,Yes,Average,D
43,6729,Artist,2,Male,Yes,Yes,Average,C
31,6730,Healthcare,4,Male,No,Yes,Low,A
27,6731,Healthcare,7,Male,No,No,Low,B
31,6732,Healthcare,4,Male,No,Yes,Low,A
46,6733,Artist,2,Male,Yes,Yes,Low,D
48,6734,Executive,4,Male,Yes,Yes,Average,C
57,6735,Doctor,2,Male,Yes,No,Average,C
30,6736,Doctor,1,Female,No,Yes,Low,B
31,6737,Artist,2,Female,No,Yes,Low,D
49,6738,Artist,3,Male,Yes,Yes,Average,D
56,6739,Artist,4,Male,Yes,Yes,Low,C
83,6740,Lawyer,2,Male,Yes,No,High,B
63,6741,Artist,4,Male,Yes,Yes,Average,A
71,6742,Doctor,2,Female,Yes,Yes,Average,A
50,6743,Artist,4,Male,Yes,No,Low,B
31,6744,Artist,5,Male,No,Yes,Low,A
60,6745,Entertainment,6,Male,Yes,No,Average,A
71,6746,Lawyer,2,Female,Yes,Yes,High,D
49,6747,Doctor,6,Male,Yes,Yes,Average,B
74,6748,Lawyer,1,Male,Yes,Yes,Low,C
51,6749,Artist,6,Male,Yes,Yes,Average,A
46,6750,Engineer,3,Male,No,Yes,Low,B
39,6751,Doctor,2,Male,Yes,No,Average,B
85,6752,Lawyer,2,Male,Yes,Yes,High,C
31,6753,Artist,2,Female,Yes,Yes,Average,A
39,6754,Executive,3,Male,Yes,Yes,High,B
48,6755,Doctor,2,Female,Yes,No,High,C
71,6756,Lawyer,2,Male,Yes,Yes,High,B
32,6757,Healthcare,5,Female,No,Yes,Low,A
55,6758,Engineer,1,Female,Yes,No,Low,D
46,6759,Artist,2,Male,Yes,Yes,High,C
45,6760,Artist,1,Male,No,Yes,Low,D
33,6761,Executive,2,Male,Yes,No,Average,C
29,6762,Engineer,2,Female,Yes,No,Low,D
35,6763,Artist,1,Male,No,Yes,Low,B
25,6764,Doctor,1,Male,No,No,Low,D
26,6765,Healthcare,3,Male,No,Yes,Low,D
48,6766,Artist,2,Male,No,Yes,Low,C
66,6767,Lawyer,3,Male,Yes,No,High,A
65,6768,Entertainment,3,Male,Yes,Yes,Average,C
87,6769,Lawyer,1,Male,Yes,No,Low,D
18,6770,Marketing,9,Male,No,No,Low,D
22,6771,Healthcare,8,Male,No,No,Low,A
31,6772,Healthcare,4,Male,No,No,Low,D
63,6773,Artist,2,Male,Yes,No,Average,A
43,6774,Artist,1,Male,No,Yes,Low,C
39,6775,Engineer,2,Female,Yes,No,Low,A
31,6776,Healthcare,5,Male,No,Yes,Low,A
31,6777,Artist,5,Male,No,Yes,Low,D
43,6778,Artist,4,Male,Yes,No,Average,A
52,6779,Artist,3,Male,Yes,No,Average,A
63,6780,Doctor,3,Female,Yes,Yes,Average,C
35,6781,Healthcare,7,Male,Yes,Yes,Low,B
39,6782,Homemaker,4,Female,Yes,Yes,High,C
25,6783,Healthcare,6,Female,No,No,Low,D
36,6784,Executive,5,Male,Yes,No,Average,A
52,6785,Artist,5,Female,Yes,Yes,Average,C
42,6786,Engineer,2,Female,Yes,Yes,Low,C
30,6787,Entertainment,3,Female,No,Yes,Low,A
66,6788,Engineer,2,Male,Yes,Yes,High,D
62,6789,Artist,5,Female,Yes,Yes,Average,B
36,6790,Artist,1,Female,Yes,Yes,Low,C
33,6791,Engineer,3,Male,No,No,Low,B
28,6792,Healthcare,8,Male,No,No,Low,A
48,6793,Artist,2,Female,Yes,Yes,Average,C
53,6794,Artist,2,Female,Yes,Yes,Average,D
71,6795,Marketing,2,Female,Yes,No,High,B
35,6796,Artist,2,Male,Yes,Yes,Average,A
39,6797,Entertainment,4,Female,Yes,No,Low,A
79,6798,Lawyer,2,Female,Yes,No,High,C
29,6799,Engineer,8,Female,No,No,Low,A
33,6800,Artist,7,Female,No,Yes,Low,A
25,6801,Engineer,3,Male,Yes,No,Average,D
52,6802,Doctor,1,Female,Yes,No,Low,C
41,6803,Executive,7,Male,Yes,No,High,D
39,6804,Engineer,5,Female,Yes,No,Average,C
32,6805,Doctor,7,Male,No,No,Low,A
19,6806,Healthcare,5,Male,No,No,Low,A
30,6807,Artist,3,Male,No,Yes,Low,A
31,6808,Engineer,6,Female,No,Yes,Low,A
37,6809,Artist,6,Male,Yes,No,Average,A
31,6810,Homemaker,2,Female,Yes,Yes,Average,B
38,6811,Artist,1,Female,No,Yes,Low,A
45,6812,Artist,3,Female,Yes,Yes,Average,B
43,6813,Engineer,5,Female,Yes,No,Low,A
26,6814,Homemaker,3,Male,No,No,Low,D
49,6815,Artist,2,Male,Yes,No,High,A
53,6816,Entertainment,4,Male,Yes,No,Average,B
52,6817,Executive,5,Male,Yes,Yes,High,A
66,6818,Lawyer,2,Female,Yes,No,Average,A
26,6819,Entertainment,2,Male,No,No,Low,D
53,6820,Artist,2,Female,Yes,No,Average,D
87,6821,Lawyer,2,Female,Yes,No,High,C
28,6822,Healthcare,2,Male,No,No,Low,D
37,6823,Artist,3,Female,Yes,Yes,High,A
25,6824,Artist,2,Female,Yes,No,Average,D
33,6825,Engineer,3,Female,Yes,No,Low,D
33,6826,Healthcare,4,Male,No,No,Low,A
26,6827,Entertainment,3,Male,No,No,Low,A
32,6828,Doctor,4,Male,No,No,Low,D
22,6829,Engineer,4,Female,No,No,Low,D
19,6830,Healthcare,4,Male,No,No,Low,B
46,6831,Artist,4,Male,Yes,Yes,High,D
19,6832,Healthcare,4,Male,No,No,Low,A
52,6833,Engineer,3,Female,Yes,Yes,Average,C
47,6834,Entertainment,3,Male,Yes,No,Average,B
41,6835,Executive,3,Male,Yes,No,High,D
37,6836,Executive,4,Male,Yes,No,High,D
20,6837,Engineer,2,Female,Yes,No,Average,A
73,6838,Lawyer,1,Female,Yes,Yes,Low,C
51,6839,Artist,3,Male,Yes,Yes,Average,C
42,6840,Engineer,3,Male,Yes,No,Average,D
20,6841,Healthcare,3,Male,No,No,Low,B
23,6842,Doctor,3,Female,No,No,Low,D
31,6843,Homemaker,2,Male,Yes,Yes,Low,B
33,6844,Homemaker,3,Female,Yes,Yes,Low,D
21,6845,Healthcare,6,Male,No,No,Low,A
51,6846,Doctor,7,Male,Yes,Yes,Average,A
21,6847,Healthcare,2,Male,No,No,Low,B
32,6848,Engineer,4,Female,No,Yes,Low,A
30,6849,Healthcare,1,Female,No,Yes,Low,D
61,6850,Doctor,1,Male,Yes,Yes,Low,D
43,6851,Entertainment,4,Male,Yes,No,Average,D
25,6852,Doctor,1,Male,No,Yes,Low,A
